,region,year,sex,status,percentage
1341,North Karelia,2015,female,"Students, as % of total population",8.3
1342,North Karelia,2015,male,"Employed, as % of total population",35.7
1343,North Karelia,2015,male,"Students, as % of total population",8.2
1344,North Karelia,2016,combined,"Employed, as % of total population",36.1
1345,North Karelia,2016,combined,"Students, as % of total population",8.2
1346,North Karelia,2016,female,"Employed, as % of total population",36.3
1347,North Karelia,2016,female,"Students, as % of total population",8.1
1348,North Karelia,2016,male,"Employed, as % of total population",36.0
1349,North Karelia,2016,male,"Students, as % of total population",8.2
1350,North Karelia,2017,combined,"Employed, as % of total population",37.0
1351,North Karelia,2017,combined,"Students, as % of total population",7.9
1352,North Karelia,2017,female,"Employed, as % of total population",36.8
1353,North Karelia,2017,female,"Students, as % of total population",7.9
1354,North Karelia,2017,male,"Employed, as % of total population",37.1
1355,North Karelia,2017,male,"Students, as % of total population",7.9
1356,North Karelia,2018,combined,"Employed, as % of total population",37.5
1357,North Karelia,2018,combined,"Students, as % of total population",8.0
1358,North Karelia,2018,female,"Employed, as % of total population",37.3
1359,North Karelia,2018,female,"Students, as % of total population",8.2
1360,North Karelia,2018,male,"Employed, as % of total population",37.8
1361,North Karelia,2018,male,"Students, as % of total population",7.8
1362,North Karelia,2019,combined,"Employed, as % of total population",37.2
1363,North Karelia,2019,combined,"Students, as % of total population",8.2
1364,North Karelia,2019,female,"Employed, as % of total population",37.3
1365,North Karelia,2019,female,"Students, as % of total population",8.5
1366,North Karelia,2019,male,"Employed, as % of total population",37.1
1367,North Karelia,2019,male,"Students, as % of total population",7.9
1368,North Karelia,2020,combined,"Employed, as % of total population",36.3
1369,North Karelia,2020,combined,"Students, as % of total population",8.4
1370,North Karelia,2020,female,"Employed, as % of total population",36.8
1371,North Karelia,2020,female,"Students, as % of total population",8.7
1372,North Karelia,2020,male,"Employed, as % of total population",35.8
1373,North Karelia,2020,male,"Students, as % of total population",8.2
1374,North Karelia,2021,combined,"Employed, as % of total population",37.5
1375,North Karelia,2021,combined,"Students, as % of total population",8.6
1376,North Karelia,2021,female,"Employed, as % of total population",37.3
1377,North Karelia,2021,female,"Students, as % of total population",9.0
1378,North Karelia,2021,male,"Employed, as % of total population",37.7
1379,North Karelia,2021,male,"Students, as % of total population",8.1
1380,North Karelia,2022,combined,"Employed, as % of total population",38.0
1381,North Karelia,2022,combined,"Students, as % of total population",8.3
1382,North Karelia,2022,female,"Employed, as % of total population",37.9
1383,North Karelia,2022,female,"Students, as % of total population",8.7
1384,North Karelia,2022,male,"Employed, as % of total population",38.1
1385,North Karelia,2022,male,"Students, as % of total population",7.9
1386,North Ostrobothnia,1990,combined,"Employed, as % of total population",42.3
1387,North Ostrobothnia,1990,combined,"Students, as % of total population",7.8
1388,North Ostrobothnia,1990,female,"Employed, as % of total population",40.4
1389,North Ostrobothnia,1990,female,"Students, as % of total population",8.4
1390,North Ostrobothnia,1990,male,"Employed, as % of total population",44.2
1391,North Ostrobothnia,1990,male,"Students, as % of total population",7.1
1392,North Ostrobothnia,1991,combined,"Employed, as % of total population",39.1
1393,North Ostrobothnia,1991,combined,"Students, as % of total population",8.4
1394,North Ostrobothnia,1991,female,"Employed, as % of total population",37.9
1395,North Ostrobothnia,1991,female,"Students, as % of total population",9.1
1396,North Ostrobothnia,1991,male,"Employed, as % of total population",40.4
1397,North Ostrobothnia,1991,male,"Students, as % of total population",7.7
1398,North Ostrobothnia,1992,combined,"Employed, as % of total population",36.1
1399,North Ostrobothnia,1992,combined,"Students, as % of total population",8.6
1400,North Ostrobothnia,1992,female,"Employed, as % of total population",35.1
1401,North Ostrobothnia,1992,female,"Students, as % of total population",9.2
1402,North Ostrobothnia,1992,male,"Employed, as % of total population",37.1
1403,North Ostrobothnia,1992,male,"Students, as % of total population",8.0
1404,North Ostrobothnia,1993,combined,"Employed, as % of total population",33.7
1405,North Ostrobothnia,1993,combined,"Students, as % of total population",9.6
1406,North Ostrobothnia,1993,female,"Employed, as % of total population",32.7
1407,North Ostrobothnia,1993,female,"Students, as % of total population",10.4
1408,North Ostrobothnia,1993,male,"Employed, as % of total population",34.8
1409,North Ostrobothnia,1993,male,"Students, as % of total population",8.9
1410,North Ostrobothnia,1994,combined,"Employed, as % of total population",34.5
1411,North Ostrobothnia,1994,combined,"Students, as % of total population",10.0
1412,North Ostrobothnia,1994,female,"Employed, as % of total population",32.9
1413,North Ostrobothnia,1994,female,"Students, as % of total population",10.7
1414,North Ostrobothnia,1994,male,"Employed, as % of total population",36.0
1415,North Ostrobothnia,1994,male,"Students, as % of total population",9.3
1416,North Ostrobothnia,1995,combined,"Employed, as % of total population",34.7
1417,North Ostrobothnia,1995,combined,"Students, as % of total population",10.3
1418,North Ostrobothnia,1995,female,"Employed, as % of total population",33.0
1419,North Ostrobothnia,1995,female,"Students, as % of total population",11.0
1420,North Ostrobothnia,1995,male,"Employed, as % of total population",36.4
1421,North Ostrobothnia,1995,male,"Students, as % of total population",9.5
1422,North Ostrobothnia,1996,combined,"Employed, as % of total population",35.1
1423,North Ostrobothnia,1996,combined,"Students, as % of total population",10.0
1424,North Ostrobothnia,1996,female,"Employed, as % of total population",33.6
1425,North Ostrobothnia,1996,female,"Students, as % of total population",10.6
1426,North Ostrobothnia,1996,male,"Employed, as % of total population",36.7
1427,North Ostrobothnia,1996,male,"Students, as % of total population",9.5
1428,North Ostrobothnia,1997,combined,"Employed, as % of total population",36.6
1429,North Ostrobothnia,1997,combined,"Students, as % of total population",10.0
1430,North Ostrobothnia,1997,female,"Employed, as % of total population",34.4
1431,North Ostrobothnia,1997,female,"Students, as % of total population",10.7
1432,North Ostrobothnia,1997,male,"Employed, as % of total population",38.8
1433,North Ostrobothnia,1997,male,"Students, as % of total population",9.4
1434,North Ostrobothnia,1998,combined,"Employed, as % of total population",37.8
1435,North Ostrobothnia,1998,combined,"Students, as % of total population",9.5
1436,North Ostrobothnia,1998,female,"Employed, as % of total population",35.2
1437,North Ostrobothnia,1998,female,"Students, as % of total population",10.0
1438,North Ostrobothnia,1998,male,"Employed, as % of total population",40.3
1439,North Ostrobothnia,1998,male,"Students, as % of total population",9.0
1440,North Ostrobothnia,1999,combined,"Employed, as % of total population",38.8
1441,North Ostrobothnia,1999,combined,"Students, as % of total population",9.2
1442,North Ostrobothnia,1999,female,"Employed, as % of total population",36.3
1443,North Ostrobothnia,1999,female,"Students, as % of total population",9.7
1444,North Ostrobothnia,1999,male,"Employed, as % of total population",41.2
1445,North Ostrobothnia,1999,male,"Students, as % of total population",8.8
1446,North Ostrobothnia,2000,combined,"Employed, as % of total population",40.0
1447,North Ostrobothnia,2000,combined,"Students, as % of total population",9.1
1448,North Ostrobothnia,2000,female,"Employed, as % of total population",37.2
1449,North Ostrobothnia,2000,female,"Students, as % of total population",9.5
1450,North Ostrobothnia,2000,male,"Employed, as % of total population",42.7
1451,North Ostrobothnia,2000,male,"Students, as % of total population",8.6
1452,North Ostrobothnia,2001,combined,"Employed, as % of total population",39.6
1453,North Ostrobothnia,2001,combined,"Students, as % of total population",9.1
1454,North Ostrobothnia,2001,female,"Employed, as % of total population",37.3
1455,North Ostrobothnia,2001,female,"Students, as % of total population",9.5
1456,North Ostrobothnia,2001,male,"Employed, as % of total population",41.9
1457,North Ostrobothnia,2001,male,"Students, as % of total population",8.7
1458,North Ostrobothnia,2002,combined,"Employed, as % of total population",39.7
1459,North Ostrobothnia,2002,combined,"Students, as % of total population",9.5
1460,North Ostrobothnia,2002,female,"Employed, as % of total population",37.7
1461,North Ostrobothnia,2002,female,"Students, as % of total population",9.7
1462,North Ostrobothnia,2002,male,"Employed, as % of total population",41.7
1463,North Ostrobothnia,2002,male,"Students, as % of total population",9.3
1464,North Ostrobothnia,2003,combined,"Employed, as % of total population",40.0
1465,North Ostrobothnia,2003,combined,"Students, as % of total population",9.2
1466,North Ostrobothnia,2003,female,"Employed, as % of total population",38.1
1467,North Ostrobothnia,2003,female,"Students, as % of total population",9.4
1468,North Ostrobothnia,2003,male,"Employed, as % of total population",42.0
1469,North Ostrobothnia,2003,male,"Students, as % of total population",9.1
1470,North Ostrobothnia,2004,combined,"Employed, as % of total population",40.2
1471,North Ostrobothnia,2004,combined,"Students, as % of total population",9.4
1472,North Ostrobothnia,2004,female,"Employed, as % of total population",38.2
1473,North Ostrobothnia,2004,female,"Students, as % of total population",9.6
1474,North Ostrobothnia,2004,male,"Employed, as % of total population",42.1
1475,North Ostrobothnia,2004,male,"Students, as % of total population",9.2
1476,North Ostrobothnia,2005,combined,"Employed, as % of total population",39.8
1477,North Ostrobothnia,2005,combined,"Students, as % of total population",9.7
1478,North Ostrobothnia,2005,female,"Employed, as % of total population",37.7
1479,North Ostrobothnia,2005,female,"Students, as % of total population",10.0
1480,North Ostrobothnia,2005,male,"Employed, as % of total population",41.9
1481,North Ostrobothnia,2005,male,"Students, as % of total population",9.5
1482,North Ostrobothnia,2006,combined,"Employed, as % of total population",40.6
1483,North Ostrobothnia,2006,combined,"Students, as % of total population",9.6
1484,North Ostrobothnia,2006,female,"Employed, as % of total population",38.3
